"SAMPN","VEHNO","YEAR","MAKE","O_MAKE","MODEL","BODY","O_BODY","FUEL","O_FUEL","USER","CNTV","O_CNTV","HHWGT","EXPWGT"
2281127,1,2009,50.00,,"HIGHLANDER",3.00,,1.00,,99.00,1.00,,0.47,80.06
2281127,2,2007,12.00,,"A4",1.00,,1.00,,99.00,1.00,,0.47,80.06
2281127,3,1987,24.00,,"ACCORD",1.00,,1.00,,99.00,2.00,"NOT NEEDED",0.47,80.06
2281135,1,2009,24.00,"","ACCORD",1.00,"",1.00,"",1.00,1.00,,0.55,92.13
2281135,2,2007,50.00,"","HIGHLANDER",3.00,"",1.00,"",2.00,1.00,,0.55,92.13
2281135,3,2004,50.00,"","CAMRY",1.00,"",1.00,"",3.00,1.00,,0.55,92.13
2281156,1,2004,24.00,,"CR-V",3.00,,1.00,,1.00,2.00,"NOT NEEDED",0.92,154.64
2281212,1,2001,22.00,,"SIERRA",4.00,,1.00,,2.00,1.00,,0.78,130.41
2281212,2,2004,13.00,,"X3",3.00,,1.00,,1.00,1.00,,0.78,130.41
2281212,3,2004,30.00,,"GRAND CHEROKEE",3.00,,1.00,,3.00,1.00,,0.78,130.41
2281245,1,2004,39.00,,"QUEST",2.00,,1.00,,1.00,1.00,,1.06,178.53
2281268,1,2001,51.00,,"CABRIO",1.00,,1.00,,1.00,1.00,,0.91,153.38
2281268,2,9998,26.00,,"SONATA",1.00,,1.00,,2.00,2.00,"NOT NEEDED",0.91,153.38
2281303,1,2007,50.00,"","CAMRY",1.00,"",1.00,"",1.00,1.00,,0.82,137.48
2281333,1,1998,20.00,,"TAURUS",1.00,,1.00,,1.00,1.00,,1.03,173.41
2281354,1,2003,50.00,"","SEQUOIA",3.00,"",1.00,"",1.00,1.00,,0.60,100.81
2281354,2,2006,13.00,"","325XI",1.00,"",1.00,"",2.00,1.00,,0.60,100.81
2281459,1,2005,47.00,,"XA",1.00,,1.00,,1.00,1.00,,1.13,189.24
2281459,2,2007,26.00,,"SANTA FE",3.00,,1.00,,2.00,1.00,,1.13,189.24
2281502,1,1996,24.00,,"ACCORD",1.00,,1.00,,2.00,1.00,,1.05,175.91
2281502,2,1996,16.00,,"2500 PICK UP",4.00,,1.00,,1.00,2.00,"NOT NEEDED",1.05,175.91
2281511,1,2006,16.00,,"IMPALA",1.00,,1.00,,1.00,1.00,,0.86,145.06
2281536,1,2005,30.00,"","GRAND CHEROKEE",3.00,"",1.00,"",1.00,2.00,"DK/RF",0.53,90.05
2281536,2,2001,50.00,"","HIGHLANDER",3.00,"",1.00,"",2.00,1.00,,0.53,90.05
2281536,3,1994,52.00,"","DK/RF",1.00,"",1.00,"",3.00,2.00,"DK/RF",0.53,90.05
2281579,1,2007,50.00,"","HIGHLANDER",3.00,"",1.00,"",1.00,1.00,,0.75,126.93
2281579,2,2008,24.00,"","ACCORD",1.00,"",1.00,"",2.00,1.00,,0.75,126.93
2281588,1,2006,16.00,,"SILVERADO",4.00,,2.00,,1.00,2.00,"NOT NEEDED",1.00,168.26
2281588,2,2005,16.00,,"TRAIL BLAZER",3.00,,1.00,,2.00,1.00,,1.00,168.26
2281588,3,2006,23.00,,"ROAD KING",7.00,,1.00,,1.00,2.00,"NOT NEEDED",1.00,168.26
2281632,1,2009,35.00,,"3",1.00,,1.00,,1.00,1.00,,0.65,109.95
2281632,2,2006,50.00,,"SIENNA",2.00,,1.00,,2.00,1.00,,0.65,109.95
2281632,3,2001,50.00,,"COROLLA",1.00,,1.00,,2.00,2.00,"NOT NEEDED",0.65,109.95
2281760,1,2010,50.00,,"COROLLA",1.00,,1.00,,99.00,1.00,,1.36,228.59
2281760,2,1994,14.00,,"PARK AVENUE",1.00,,1.00,,99.00,2.00,"NOT NEEDED",1.36,228.59
2281775,1,2006,17.00,,"PACIFICA",3.00,,1.00,,99.00,1.00,,1.41,237.32
2281818,1,2003,24.00,"","ACCORD",1.00,"",1.00,"",1.00,1.00,,0.59,98.65
2281818,2,2006,50.00,"","HIGHLANDER",3.00,"",1.00,"",2.00,1.00,,0.59,98.65
2281818,3,2009,24.00,"","CIVIC",1.00,"",1.00,"",3.00,1.00,,0.59,98.65
2281818,4,2001,50.00,"","CAMRY",1.00,"",1.00,"",4.00,2.00,"NOT NEEDED",0.59,98.65
2281836,1,2008,24.00,,"DK/RF",3.00,,1.00,,1.00,2.00,"DK/RF",0.98,164.38
2281874,1,2000,51.00,,"BEETLE",1.00,,1.00,,1.00,1.00,,0.86,144.10
2281874,2,2000,48.00,,"LEGACY",1.00,,1.00,,5.00,1.00,,0.86,144.10
2281875,1,2005,22.00,,"SIERRA",4.00,,1.00,,1.00,1.00,,0.69,116.45
2281875,2,2006,48.00,,"FORESTER",3.00,,1.00,,2.00,2.00,"NOT NEEDED",0.69,116.45
2281882,1,1986,16.00,"","G20",2.00,"",1.00,"",1.00,2.00,"NOT NEEDED",0.63,106.30
2281882,2,2006,20.00,"","F-250",4.00,"",1.00,"",1.00,1.00,,0.63,106.30
2281882,3,2007,48.00,"","FORESTER",3.00,"",1.00,"",2.00,2.00,"NOT NEEDED",0.63,106.30
2281933,1,2009,34.00,,"MKX",99.00,,1.00,,1.00,1.00,,0.59,99.76
2281933,2,2009,39.00,,"MAXIMA",1.00,,1.00,,2.00,1.00,,0.59,99.76
2281933,3,2006,39.00,,"260Z",99.00,,1.00,,3.00,2.00,"NOT NEEDED",0.59,99.76
2281933,4,1964,20.00,,"F-150",4.00,,1.00,,3.00,2.00,"NOT NEEDED",0.59,99.76
2281982,1,2006,20.00,"","F-350",4.00,"",2.00,"",1.00,1.00,,1.19,199.93
2281982,2,2004,34.00,"","LS",1.00,"",1.00,"",2.00,1.00,,1.19,199.93
2282000,1,2009,50.00,,"RAV4",3.00,,1.00,,99.00,1.00,,0.97,162.77
2282000,2,2001,37.00,,"GRAND MARQUIS",1.00,,1.00,,99.00,2.00,"MAIL-IN",0.97,162.77
2282000,3,2001,19.00,,"DK/RF",99.00,,1.00,,99.00,1.00,,0.97,162.77
2282027,1,2006,39.00,,"SENTRA",1.00,,1.00,,99.00,1.00,,0.51,86.89
2282027,2,2004,39.00,,"MAXIMA",1.00,,1.00,,99.00,1.00,,0.51,86.89
2282086,1,2008,45.00,"","9-5 SEDAN",1.00,"",1.00,"",1.00,1.00,,0.58,97.46
2282245,1,2006,48.00,,"OUTBACK",3.00,,1.00,,99.00,1.00,,0.53,89.67
2282245,2,2006,48.00,,"FORESTER",3.00,,1.00,,99.00,1.00,,0.53,89.67
2282297,1,2000,48.00,"","OUTBACK",3.00,"",1.00,"",1.00,1.00,,0.36,61.18
2282297,2,2009,16.00,"","IMPALA",1.00,"",1.00,"",2.00,2.00,"DK/RF",0.36,61.18
2282297,3,2007,46.00,"","SKY",1.00,"",1.00,"",1.00,1.00,,0.36,61.18
2282297,4,2002,46.00,"","L200",99.00,"",1.00,"",1.00,2.00,"DK/RF",0.36,61.18
2282297,5,2002,23.00,"","SPORTSTER",7.00,"",1.00,"",1.00,2.00,"DK/RF",0.36,61.18
2282347,1,2003,39.00,,"PATHFINDER",3.00,,1.00,,1.00,1.00,,1.09,183.32
2282398,1,2007,50.00,"","YARIS",1.00,"",1.00,"",1.00,2.00,"USED DIFFERENT MODE OF TRANSPORTATION",1.29,216.64
2282421,1,2001,42.00,,"GRAND AM",1.00,,1.00,,1.00,1.00,,0.77,130.27
2282421,2,1995,39.00,,"MAXIMA",1.00,,1.00,,2.00,1.00,,0.77,130.27
2282477,1,1997,20.00,,"ESCORT",1.00,,1.00,,99.00,1.00,,0.42,70.48
2282477,2,2006,50.00,,"RAV4",3.00,,1.00,,99.00,1.00,,0.42,70.48
2282477,3,2001,24.00,,"HONDA VLX",7.00,,1.00,,99.00,2.00,"NOT NEEDED",0.42,70.48
2282482,1,2010,24.00,"","CR-V",3.00,"",1.00,"",1.00,2.00,"NOT NEEDED",0.73,122.20
2282482,2,2010,11.00,"","DK/RF",1.00,"",1.00,"",2.00,1.00,,0.73,122.20
2282538,1,2005,16.00,"","CAVALIER",1.00,"",1.00,"",1.00,1.00,,0.92,155.36
2282538,2,2003,20.00,"","EXPLORER",3.00,"",1.00,"",2.00,2.00,"MAIL-IN",0.92,155.36
2282541,1,2006,50.00,"","4RUNNER",3.00,"",1.00,"",1.00,1.00,,1.01,169.18
2282541,2,2007,50.00,"","HIGHLANDER",3.00,"",1.00,"",2.00,1.00,,1.01,169.18
2282544,1,2003,16.00,,"1500 PICK UP",4.00,,1.00,,99.00,1.00,,0.55,92.56
2282544,2,1985,20.00,,"MUSTANG",1.00,,1.00,,99.00,2.00,"MAIL-IN",0.55,92.56
2282544,3,2005,23.00,,"ROADGLIDE",7.00,,1.00,,99.00,2.00,"MAIL-IN",0.55,92.56
2282544,4,2001,50.00,,"CAMRY",1.00,,1.00,,99.00,1.00,,0.55,92.56
2282609,1,1996,33.00,"","ES",1.00,"",1.00,"",1.00,1.00,,0.85,142.17
2282609,2,2009,20.00,"","F-150",4.00,"",1.00,"",2.00,1.00,,0.85,142.17
2282625,1,2004,26.00,,"ELANTRA",1.00,,1.00,,1.00,1.00,,0.73,122.20
2282625,2,2007,35.00,,"6",1.00,,1.00,,2.00,1.00,,0.73,122.20
2282648,1,1999,50.00,,"CAMRY",1.00,,1.00,,99.00,1.00,,1.27,212.41
2282666,1,2001,46.00,"","DK/RF",1.00,"",1.00,"",1.00,1.00,,0.77,128.96
2282776,1,2008,20.00,,"EXPEDITION",3.00,,1.00,,99.00,1.00,,0.54,91.53
2282776,2,2010,20.00,,"F-250",4.00,,1.00,,99.00,1.00,,0.54,91.53
2282776,3,1984,20.00,,"F-150",4.00,,1.00,,99.00,2.00,"NOT NEEDED",0.54,91.53
2282776,4,1931,20.00,,"A",99.00,,1.00,,99.00,2.00,"NOT NEEDED",0.54,91.53
2282776,5,1931,20.00,,"A",99.00,,1.00,,99.00,2.00,"NOT NEEDED",0.54,91.53
2282783,1,2009,50.00,,"CAMRY",1.00,,1.00,,1.00,1.00,,1.24,208.17
2282783,2,9998,20.00,,"DK/RF",4.00,,1.00,,3.00,2.00,"NOT NEEDED",1.24,208.17
2282845,1,2002,51.00,"","PASSAT",1.00,"",1.00,"",1.00,2.00,"NOT NEEDED",0.87,146.45
2282845,2,2002,52.00,"","S40",1.00,"",1.00,"",2.00,1.00,,0.87,146.45
2282921,1,2010,48.00,"","OUTBACK",3.00,"",1.00,"",1.00,1.00,,0.79,132.42
2282927,1,2006,24.00,,"ELEMENT",3.00,,1.00,,1.00,1.00,,0.82,137.46
2282927,2,2006,50.00,,"COROLLA",1.00,,1.00,,2.00,1.00,,0.82,137.46
2282959,1,2003,50.00,,"SIENNA",2.00,,1.00,,1.00,1.00,,0.80,135.17
2282959,2,2009,24.00,,"CIVIC",1.00,,3.00,,4.00,1.00,,0.80,135.17
2282987,1,1998,42.00,"","GRAND PRIX",1.00,"",1.00,"",1.00,1.00,,0.77,130.27
2282987,2,2011,15.00,"","CTS",1.00,"",1.00,"",2.00,1.00,,0.77,130.27
2283002,1,2010,13.00,,"328I",1.00,,1.00,,1.00,1.00,,0.82,137.48
2283054,1,2003,22.00,"","SIERRA",4.00,"",1.00,"",1.00,1.00,,1.44,241.78
2283070,1,1966,42.00,,"BONNEVILLE",1.00,"",1.00,"",1.00,2.00,"NOT REGISTERED",0.50,84.71
2283070,2,1966,42.00,,"BONNEVILLE",1.00,"",1.00,"",1.00,2.00,"NOT REGISTERED",0.50,84.71
2283070,3,1967,42.00,"","FIREBIRD",1.00,"",1.00,"",1.00,2.00,"NOT REGISTERED",0.50,84.71
2283070,4,1982,13.00,"","745I",1.00,"",1.00,"",1.00,2.00,"NOT REGISTERED",0.50,84.71
2283070,5,1986,16.00,"","K20",99.00,"",1.00,"",1.00,2.00,"DK/RF",0.50,84.71
2283070,6,1987,13.00,"","325E",1.00,"",1.00,"",1.00,1.00,,0.50,84.71
2283146,1,2011,12.00,,"A6 SEDAN",1.00,,1.00,,1.00,1.00,,0.78,131.02
2283146,2,2003,39.00,,"PATHFINDER",3.00,,1.00,,2.00,1.00,,0.78,131.02
2283146,3,2003,39.00,,"PATHFINDER",3.00,,1.00,,3.00,2.00,"MAIL-IN",0.78,131.02
2283206,1,2004,50.00,"","CAMRY",1.00,"",1.00,"",1.00,1.00,,1.02,171.94
2283206,2,2003,16.00,"","MONTE CARLO",1.00,"",1.00,"",2.00,1.00,,1.02,171.94
2283244,1,2005,50.00,,"CAMRY",1.00,,1.00,,1.00,1.00,,0.55,92.63
2283244,2,2010,11.00,,"DK/RF",3.00,,1.00,,2.00,1.00,,0.55,92.63
2283285,1,1997,24.00,,"ODYSSEY",2.00,,1.00,,1.00,1.00,,1.05,175.65
2283299,1,9998,48.00,,"LEGACY",1.00,,1.00,,1.00,1.00,,0.87,146.45
2283299,2,2006,13.00,,"MINI COOPER",1.00,,1.00,,2.00,1.00,,0.87,146.45
2283356,1,2001,39.00,"","MAXIMA",1.00,"",1.00,"",1.00,1.00,,0.59,99.11
2283356,2,2000,16.00,"","SILVERADO",4.00,"",1.00,"",2.00,1.00,,0.59,99.11
2283356,3,2001,38.00,"","ECLIPSE",1.00,"",1.00,"",3.00,1.00,,0.59,99.11
2283404,1,2007,36.00,,"E350",99.00,,1.00,,2.00,1.00,,0.76,127.85
2283404,2,2003,24.00,,"ACCORD",1.00,,1.00,,1.00,2.00,"NOT NEEDED",0.76,127.85
2283412,1,2010,24.00,"","PILOT",3.00,"",1.00,"",1.00,1.00,,0.69,116.45
2283412,2,2007,24.00,"","ACCORD",1.00,"",1.00,"",2.00,1.00,,0.69,116.45
2283427,1,1998,46.00,,"SW1 STATION WAGON",1.00,,1.00,,1.00,1.00,,0.59,98.65
2283427,2,2007,24.00,,"PILOT",3.00,,1.00,,2.00,1.00,,0.59,98.65
2283427,3,1999,51.00,,"JETTA",1.00,,1.00,,3.00,1.00,,0.59,98.65
2283427,4,1996,51.00,,"GOLF",1.00,,1.00,,4.00,1.00,,0.59,98.65
2283523,1,2000,33.00,,"ES300",1.00,,1.00,,1.00,1.00,,0.78,131.12
2283523,2,2005,50.00,,"CAMRY",1.00,,1.00,,2.00,1.00,,0.78,131.12
2283559,1,1994,24.00,,"CIVIC",1.00,,1.00,,99.00,1.00,,1.27,212.65
2283611,1,2001,50.00,"","CELICA",1.00,"",1.00,"",1.00,1.00,,0.84,141.59
2283614,1,1997,19.00,"","DURANGO",3.00,"",1.00,"",1.00,1.00,,0.57,96.05
2283614,2,2001,40.00,"","ALERO",1.00,"",1.00,"",2.00,1.00,,0.57,96.05
2283614,3,1967,16.00,"","CHEVELLE",1.00,"",1.00,"",1.00,2.00,"DK/RF",0.57,96.05
2283614,4,1996,19.00,"","DURANGO",3.00,"",2.00,"",1.00,2.00,"DK/RF",0.57,96.05
2283738,1,1998,37.00,"","SABLE",1.00,"",1.00,"",1.00,2.00,"DK/RF",0.99,167.03
2283758,1,2010,50.00,,"CAMRY",1.00,,1.00,,1.00,1.00,,0.57,96.58
2283758,2,1999,20.00,,"CONTOUR",1.00,,1.00,,2.00,1.00,,0.57,96.58
2283758,3,1998,20.00,,"EXPLORER",3.00,,1.00,,2.00,2.00,"NOT NEEDED",0.57,96.58
2283766,1,2000,17.00,,"TOWN & COUNTRY",2.00,,1.00,,99.00,1.00,,0.81,136.49
2283766,2,2000,19.00,,"CARAVAN",2.00,,1.00,,99.00,2.00,"NOT NEEDED",0.81,136.49
2283766,3,1997,28.00,,"RODEO",3.00,,1.00,,99.00,2.00,"NOT NEEDED",0.81,136.49
2283845,1,2007,26.00,"","SONATA",1.00,"",1.00,"",1.00,1.00,,1.06,177.84
2283864,1,2011,50.00,,"RAV4",3.00,,1.00,,99.00,1.00,,0.74,124.28
2283913,1,2003,24.00,,"CIVIC",1.00,,1.00,,1.00,2.00,"DK/RF",0.55,92.13
2283913,2,2010,48.00,,"FORESTER",3.00,,1.00,,2.00,1.00,,0.55,92.13
2283913,3,2000,48.00,,"FORESTER",3.00,,1.00,,3.00,1.00,,0.55,92.13
2283921,1,2001,11.00,,"MDX",3.00,,1.00,,99.00,1.00,,0.94,158.17
2283921,2,2005,33.00,,"ES",1.00,,1.00,,99.00,1.00,,0.94,158.17
2283921,3,2008,39.00,,"SENTRA",1.00,,1.00,,99.00,2.00,"NOT NEEDED",0.94,158.17
2283921,4,2004,24.00,,"ACCORD",1.00,,1.00,,99.00,1.00,,0.94,158.17
2284008,1,1998,22.00,"","SUBURBAN",3.00,"",1.00,"",1.00,1.00,,0.88,147.98
2284008,2,1998,33.00,"","450 SEL",99.00,"",1.00,"",2.00,1.00,,0.88,147.98
2284052,1,1995,39.00,,"ALTIMA",1.00,,1.00,,1.00,1.00,,1.25,209.67
2284052,2,2007,39.00,,"QUEST",2.00,,1.00,,2.00,1.00,,1.25,209.67
2284068,1,2001,24.00,"","ACCORD",1.00,"",1.00,"",1.00,1.00,,0.74,124.20
2284068,2,2003,19.00,"","RAM PICK UP",4.00,"",1.00,"",2.00,1.00,,0.74,124.20
2284069,1,2007,13.00,,"X5",3.00,,1.00,,99.00,1.00,,0.81,135.95
2284069,2,2003,13.00,,"325CI",1.00,,1.00,,99.00,2.00,"NOT NEEDED",0.81,135.95
2284147,1,2010,17.00,,"PT CRUISER",1.00,,1.00,,1.00,1.00,,0.90,152.04
2284147,2,1997,19.00,,"RAM PICK UP",4.00,,1.00,,2.00,1.00,,0.90,152.04
2284158,1,2007,16.00,"","WORK VAN",2.00,"",1.00,"",1.00,2.00,"NOT NEEDED",0.46,77.50
2284158,2,2000,42.00,"","GRAND PRIX",1.00,"",1.00,"",1.00,1.00,,0.46,77.50
2284158,3,1988,20.00,"","F-450",4.00,"",1.00,"",1.00,2.00,"NOT NEEDED",0.46,77.50
2284158,4,2007,48.00,"","FORESTER",3.00,"",1.00,"",2.00,1.00,,0.46,77.50
2284168,1,2010,50.00,"","COROLLA",1.00,"",1.00,"",1.00,1.00,,1.31,220.47
2284259,1,2006,50.00,,"COROLLA",1.00,,1.00,,1.00,1.00,,0.92,154.64
2284359,1,2010,50.00,,"CAMRY",1.00,,1.00,,1.00,1.00,,0.92,154.64
2284467,1,2004,24.00,,"ACCORD",1.00,,1.00,,99.00,1.00,,0.55,92.13
2284467,2,1982,16.00,,"DK/RF",99.00,,1.00,,99.00,2.00,"MAIL-IN",0.55,92.13
2284467,3,2009,39.00,,"MURANO",3.00,,1.00,,99.00,1.00,,0.55,92.13
2284467,4,2001,20.00,,"RANGER",4.00,,1.00,,99.00,2.00,"DK/RF",0.55,92.13
2284467,5,1989,23.00,,"DK/RF",99.00,,1.00,,99.00,1.00,,0.55,92.13
2284469,1,2006,48.00,"","IMPREZA",1.00,"",1.00,"",1.00,1.00,,1.21,203.09
2284477,1,2000,48.00,"","LEGACY",1.00,"",1.00,"",2.00,1.00,,0.86,144.10
2284477,2,1996,13.00,"","R1100R",7.00,"",1.00,"",1.00,2.00,"MAIL-IN",0.86,144.10
2284489,1,2010,19.00,,"RAM PICK UP",4.00,,2.00,,1.00,1.00,,0.83,139.63
2284489,2,2003,19.00,,"DURANGO",3.00,,1.00,,2.00,1.00,,0.83,139.63
2284489,3,2009,20.00,,"FOCUS",1.00,,1.00,,4.00,1.00,,0.83,139.63
2284489,4,2009,23.00,,"STREET GLIDE",7.00,,1.00,,1.00,2.00,"MAIL-IN",0.83,139.63
2284489,5,1999,23.00,,"NIGHT TRAIN",7.00,,1.00,,1.00,2.00,"MAIL-IN",0.83,139.63
2284533,1,2004,46.00,"","SEDAN - L SERIES, S SERIES",1.00,"",1.00,"",2.00,1.00,,1.36,228.46
2284533,2,2007,24.00,"","ODYSSEY",2.00,"",1.00,"",1.00,1.00,,1.36,228.46
2284538,1,2007,50.00,"","RAV4",3.00,"",1.00,"",1.00,1.00,,0.59,99.12
2284538,2,1997,19.00,"","INTREPID",1.00,"",1.00,"",2.00,1.00,,0.59,99.12
2284538,3,1994,42.00,"","BONNEVILLE",1.00,"",1.00,"",2.00,2.00,"MAIL-IN",0.59,99.12
2284588,1,2000,38.00,,"GALANT",1.00,,1.00,,99.00,1.00,,0.75,126.93
2284588,2,2003,38.00,,"GALANT",1.00,,1.00,,99.00,2.00,"BEING REPAIRED",0.75,126.93
2284591,1,1998,52.00,"","S70",1.00,"",1.00,"",1.00,2.00,"MAIL-IN",0.82,137.48
2284652,1,2010,16.00,"","MALIBU",1.00,"",1.00,"",2.00,1.00,,0.77,130.18
2284652,2,2006,50.00,"","RAV4",3.00,"",1.00,"",1.00,1.00,,0.77,130.18
2284652,3,1999,22.00,"","ENVOY",3.00,"",1.00,"",2.00,2.00,"NOT NEEDED",0.77,130.18
2284665,1,2007,16.00,,"AVALANCHE",3.00,,4.00,,1.00,1.00,,1.28,214.46
2284666,1,2003,20.00,,"EXPLORER",3.00,,1.00,,1.00,1.00,,0.85,142.69
2284666,2,2001,35.00,,"MPV",2.00,,1.00,,98.00,1.00,,0.85,142.69
2284691,1,2005,35.00,,"3",1.00,,1.00,,1.00,1.00,,0.82,137.48
2284732,1,2004,50.00,,"PRIUS",1.00,,1.00,,1.00,1.00,,0.48,80.36
2284732,2,2008,42.00,,"VIBE",2.00,,1.00,,2.00,2.00,"DK/RF",0.48,80.36
2284732,3,1998,50.00,,"CAMRY",1.00,,1.00,,98.00,2.00,"DK/RF",0.48,80.36
2284732,4,9998,50.00,,"COROLLA",1.00,,1.00,,98.00,2.00,"DK/RF",0.48,80.36
2284750,1,2010,24.00,,"CIVIC",1.00,,1.00,,1.00,1.00,,0.96,161.79
2284750,2,1988,20.00,,"RANGER",4.00,,1.00,,1.00,1.00,,0.96,161.79
2284813,1,2008,39.00,,"ROGUE",3.00,,1.00,,1.00,1.00,,0.80,134.57
2284813,2,2003,24.00,,"ODYSSEY",2.00,,1.00,,2.00,2.00,"NOT NEEDED",0.80,134.57
2284920,1,2005,36.00,"","WAGON",1.00,"",1.00,"",1.00,1.00,,0.89,148.93
2284920,2,2003,20.00,"","F-150",4.00,"",1.00,"",2.00,2.00,"NOT NEEDED",0.89,148.93
2284940,1,2002,50.00,,"SOLARA",1.00,,1.00,,1.00,1.00,,0.98,165.17
2284951,1,2008,26.00,,"273",99.00,,1.00,,1.00,1.00,,0.55,92.98
2284951,2,2003,24.00,,"257",99.00,,1.00,,2.00,1.00,,0.55,92.98
2284951,3,1976,15.00,,"166",1.00,,1.00,,2.00,2.00,"NOT NEEDED",0.55,92.98
2284951,4,1963,15.00,,"DEVILLE",1.00,,1.00,,2.00,2.00,"NOT NEEDED",0.55,92.98
2285000,1,2008,20.00,"","ESCAPE",3.00,"",1.00,"",1.00,1.00,,0.71,120.02
2285040,1,9998,50.00,,"CAMRY",1.00,,1.00,,99.00,2.00,"NOT NEEDED",0.89,148.93
2285040,2,1989,20.00,,"ECONOLINE",2.00,,1.00,,99.00,2.00,"NOT NEEDED",0.89,148.93
2285063,1,2010,50.00,"","PRIUS",1.00,"",3.00,"",1.00,1.00,,0.84,140.39
2285063,2,2006,24.00,"","ODYSSEY",2.00,"",1.00,"",2.00,1.00,,0.84,140.39
2285092,1,2005,39.00,,"ALTIMA",1.00,,1.00,,2.00,1.00,,1.02,170.62
2285096,1,2005,50.00,,"CAMRY",1.00,,1.00,,1.00,2.00,"USED DIFFERENT MODE OF TRANSPORTATION",0.98,165.17
2285137,1,2008,50.00,"","CAMRY",1.00,"",1.00,"",1.00,1.00,,0.53,89.67
2285137,2,2009,24.00,"","CIVIC",1.00,"",1.00,"",2.00,1.00,,0.53,89.67
2285154,1,2004,24.00,,"ACCORD",1.00,,1.00,,1.00,1.00,,0.64,107.75
2285154,2,2008,20.00,,"ESCAPE",3.00,,1.00,,2.00,1.00,,0.64,107.75
2285205,1,2002,17.00,,"VOYAGER",2.00,,1.00,,99.00,1.00,,1.91,320.57
2285224,1,2004,11.00,,"TL",1.00,,1.00,,99.00,1.00,,0.63,106.01
2285224,2,2004,48.00,,"DK/RF",99.00,,1.00,,99.00,1.00,,0.63,106.01
2285307,1,2009,13.00,,"MINI COOPER",1.00,,1.00,,99.00,1.00,,0.68,113.69
2285309,1,2005,45.00,"","9-5 SEDAN",1.00,"",1.00,"",1.00,1.00,,0.77,129.00
2285309,2,2005,11.00,"","TL",1.00,"",1.00,"",2.00,1.00,,0.77,129.00
2285362,1,2003,38.00,,"DIAMANTE SEDAN",1.00,,1.00,,1.00,1.00,,0.73,122.20
2285362,2,1998,50.00,,"AVALON",1.00,,1.00,,2.00,2.00,"MAIL-IN",0.73,122.20
2285420,1,1999,46.00,,"SEDAN - L SERIES, S SERIES",1.00,,1.00,,1.00,1.00,,0.82,137.48
2285443,1,2005,50.00,,"SIENNA",2.00,,1.00,,1.00,1.00,,0.59,99.18
2285443,2,2001,20.00,,"EXPLORER SPORT",3.00,,1.00,,2.00,1.00,,0.59,99.18
2285445,1,2004,50.00,,"RAV4",3.00,,1.00,,1.00,1.00,,0.84,141.59
2285459,1,2000,45.00,"","9-5 SPORT WAGON",1.00,"",1.00,"",2.00,1.00,,1.13,189.24
2285459,2,2003,52.00,"","STATION WAGON",1.00,"",1.00,"",1.00,2.00,"MAIL-IN",1.13,189.24
2285486,1,1995,52.00,"","850",1.00,"",1.00,"",1.00,1.00,,0.77,130.26
2285486,2,2005,24.00,"","ODYSSEY",2.00,"",1.00,"",2.00,1.00,,0.77,130.26
2285538,1,2005,11.00,"","MDX",3.00,"",1.00,"",1.00,1.00,,1.07,179.63
2285538,2,2002,51.00,"","JETTA",1.00,"",1.00,"",2.00,1.00,,1.07,179.63
2285546,1,2004,26.00,,"ACCENT",1.00,,1.00,,99.00,1.00,,0.92,154.02
2285546,2,2009,50.00,,"CAMRY",1.00,,1.00,,99.00,1.00,,0.92,154.02
2285565,1,1995,46.00,"","SEDAN - L SERIES, S SERIES",1.00,"",1.00,"",1.00,1.00,,1.02,171.09
2285565,2,2004,49.00,"","XL7",3.00,"",1.00,"",2.00,1.00,,1.02,171.09
2285651,1,2007,50.00,"","PRIUS",1.00,"",1.00,"",1.00,2.00,"DK/RF",0.50,84.97
2285651,2,2002,20.00,"","F-150",4.00,"",1.00,"",1.00,1.00,,0.50,84.97
2285651,3,2001,17.00,"","PT CRUISER",1.00,"",1.00,"",1.00,2.00,"DK/RF",0.50,84.97
2285705,1,2003,24.00,,"ODYSSEY",2.00,,1.00,,99.00,1.00,,0.87,146.45
2285705,2,1998,50.00,,"RAV4",3.00,,1.00,,99.00,1.00,,0.87,146.45
2285785,1,2011,51.00,,"JETTA",1.00,,2.00,,1.00,2.00,"NOT NEEDED",0.55,92.63
2285785,2,1987,50.00,,"LAND CRUISER",3.00,,1.00,,2.00,2.00,"NOT NEEDED",0.55,92.63
2285809,1,2005,20.00,,"TAURUS",1.00,,1.00,,1.00,1.00,,0.65,109.64
2285809,2,2008,24.00,,"PILOT",3.00,,1.00,,2.00,2.00,"DK/RF",0.65,109.64
2285809,3,2010,24.00,,"DK/RF",99.00,,1.00,,2.00,1.00,,0.65,109.64
2285842,1,2008,35.00,,"3",1.00,,1.00,,1.00,1.00,,0.80,134.57
2285842,2,2008,39.00,,"FRONTIER",4.00,,1.00,,2.00,1.00,,0.80,134.57
2285850,1,2011,50.00,"","HIGHLANDER",3.00,"",1.00,"",1.00,2.00,"MAIL-IN",1.01,168.96
2285865,1,2011,39.00,,"VERSA",1.00,,1.00,,99.00,1.00,,0.82,137.48
2285872,1,1997,13.00,,"MOTORCYCLE R1100R",7.00,,1.00,,1.00,2.00,"NOT NEEDED",0.53,89.67
2285872,2,2005,20.00,,"ESCAPE",3.00,,3.00,,1.00,2.00,"NOT NEEDED",0.53,89.67
2285879,1,1998,50.00,"","CAMRY",1.00,"",1.00,"",1.00,1.00,,1.08,180.55
